,search_city,business_name,rating,food_tags,first_review_date,last_review_date,review_num,address,city,state,street,zip5
78,Los Angeles,Macchiato,4.0,Desserts/Coffee & Tea/Bubble Tea,11/13/2019,9/20/2020,32.0,"418 W Pico Blvd,Los Angeles, CA 90015",Los Angeles,CA,418 W Pico Blvd,90015
79,Los Angeles,Chicha San Chen,4.0,Bubble Tea/Taiwanese/Tea Rooms,11/23/2019,11/1/2020,356.0,"301 W Valley Blvd,Ste 116,San Gabriel, CA 91776",San Gabriel,CA,301 W Valley Blvd,91776
80,Los Angeles,Cha Bei Bei Teahouse,4.0,Coffee & Tea/Juice Bars & Smoothies/Tea Rooms,8/5/2019,10/29/2020,58.0,"5217 Wilshire Blvd,Los Angeles, CA 90036",Los Angeles,CA,5217 Wilshire Blvd,90036
81,Los Angeles,CoCo Fresh Tea & Juice,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/30/2012,10/31/2020,865.0,"11301 W Olympic Blvd,Ste 105,Los Angeles, CA 90064",Los Angeles,CA,11301 W Olympic Blvd,90064
82,Los Angeles,Gong Cha,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,2/17/2017,8/31/2020,397.0,"3785 Wilshire Blvd,Ste 107E,Los Angeles, CA 90010",Los Angeles,CA,3785 Wilshire Blvd,90010
83,Los Angeles,Boba Guys,4.0,Bubble Tea/Coffee & Tea,4/25/2018,10/30/2020,531.0,"8820 Washington Blvd,Ste 107,Culver City, CA 90232",Culver City,CA,8820 Washington Blvd,90232
84,Los Angeles,Tea N' Me,4.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,5/9/2018,10/31/2020,307.0,"2256 Colorado Blvd,Ste 108,Los Angeles, CA 90041",Los Angeles,CA,2256 Colorado Blvd,90041
85,Los Angeles,Tea Brick,4.0,Tea Rooms/Bubble Tea/Juice Bars & Smoothies,2/12/2012,11/1/2020,1625.0,"501 W Garvey Ave,Ste 105,Monterey Park, CA 91754",Monterey Park,CA,501 W Garvey Ave,91754
86,Los Angeles,Kung Fu Tea,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,2/28/2017,10/31/2020,357.0,"740 S Western Ave,Ste 117,118,Los Angeles, CA 90005",Los Angeles,CA,740 S Western Ave,90005
87,Los Angeles,Boba Lab,4.0,Desserts/Bubble Tea/Coffee & Tea,1/10/2016,10/29/2020,239.0,"711 Pico Blvd,Santa Monica, CA 90405",Santa Monica,CA,711 Pico Blvd,90405
88,Los Angeles,Boteaga,4.0,Coffee & Tea/Bubble Tea,5/26/2018,10/29/2020,224.0,"331 E 1st St,Los Angeles, CA 90012",Los Angeles,CA,331 E 1st St,90012
89,Los Angeles,It's Boba Time,4.0,Coffee & Tea/Shaved Ice/Juice Bars & Smoothies,5/27/2016,9/23/2020,189.0,"6660 Sunset Blvd,Ste Q,Los Angeles, CA 90028",Los Angeles,CA,6660 Sunset Blvd,90028
90,Los Angeles,Tiger Bro,4.0,Bubble Tea/Coffee & Tea/Desserts,9/28/2020,9/28/2020,1.0,"5185 W Sunset Blvd,Los Angeles, CA 90027",Los Angeles,CA,5185 W Sunset Blvd,90027
91,Los Angeles,Tpumps,4.0,Bubble Tea/Tea Rooms,11/10/2014,11/1/2020,1261.0,"524 S Lake Ave,Pasadena, CA 91101",Pasadena,CA,524 S Lake Ave,91101
92,Los Angeles,Mr Boba,4.0,Bubble Tea/Shaved Ice/Coffee & Tea,11/10/2015,10/12/2020,219.0,"3805 W 6th St,Los Angeles, CA 90020",Los Angeles,CA,3805 W 6th St,90020
93,Los Angeles,Happy Lemon,4.0,Bubble Tea/Bakeries/Desserts,12/27/2017,10/29/2020,337.0,"1630 W Redondo Beach Blvd,Gardena, CA 90247",Gardena,CA,1630 W Redondo Beach Blvd,90247
94,Los Angeles,Gong Cha,4.0,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,9/25/2017,10/24/2020,157.0,"318 E 2nd St,Unit A,Los Angeles, CA 90012",Los Angeles,CA,318 E 2nd St,90012
95,Los Angeles,BonTea,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,9/22/2019,10/2/2020,47.0,"7275 Melrose Ave,Ste C,West Hollywood, CA 90046",West Hollywood,CA,7275 Melrose Ave,90046
96,Los Angeles,Noble Tea,3.0,Coffee & Tea/Taiwanese/Bubble Tea,6/25/2018,10/29/2020,288.0,"11307 Mississippi Ave,Los Angeles, CA 90025",Los Angeles,CA,11307 Mississippi Ave,90025
97,Los Angeles,It's Boba Time,3.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,5/10/2012,10/25/2020,825.0,"3450 W 6th St,Ste 111,Los Angeles, CA 90020",Los Angeles,CA,3450 W 6th St,90020
98,Los Angeles,TeaPop,4.0,Art Galleries/Coffee & Tea/Bubble Tea,1/27/2015,11/1/2020,666.0,"5050 Vineland Ave,North Hollywood, CA 91601",North Hollywood,CA,5050 Vineland Ave,91601
99,Los Angeles,Sharp Tea,4.0,Bubble Tea/Coffee & Tea/Pancakes,4/18/2019,10/29/2020,89.0,"123 Astronaut Ellison S Onizuka St,Ste 101-D,Los Angeles, CA 90012",Los Angeles,CA,123 Astronaut Ellison S Onizuka St,90012
100,Los Angeles,Pine & Crane,4.0,Taiwanese/Chinese/Bubble Tea,3/22/2014,11/1/2020,2311.0,"1521 Griffith Park Blvd,Los Angeles, CA 90026",Los Angeles,CA,1521 Griffith Park Blvd,90026
101,Los Angeles,Volcano Tea House,3.0,Coffee & Tea/Taiwanese/Bubble Tea,4/9/2006,10/24/2020,1340.0,"2111 Sawtelle Blvd,Los Angeles, CA 90025",Los Angeles,CA,2111 Sawtelle Blvd,90025
102,Los Angeles,Boba Bear,4.0,Cafes/Coffee & Tea/Hookah Bars,6/19/2014,10/25/2020,444.0,"12105 Santa Monica Blvd,Los Angeles, CA 90025",Los Angeles,CA,12105 Santa Monica Blvd,90025
103,Los Angeles,Berlins,4.0,Bubble Tea/German/Sandwiches,12/31/2013,11/1/2020,998.0,"8474 W 3rd St,Los Angeles, CA 90048",Los Angeles,CA,8474 W 3rd St,90048
104,Los Angeles,Oakobing,4.0,Shaved Ice/Cafes/Desserts,8/18/2016,10/31/2020,1021.0,"3300 W 6th St,Unit 2,Los Angeles, CA 90020",Los Angeles,CA,3300 W 6th St,90020
105,Los Angeles,Half & Half Tea Express - Monterey Park,3.0,Juice Bars & Smoothies/Bubble Tea,7/31/2010,11/1/2020,2778.0,"141 N Atlantic Blvd,Ste 112,Monterey Park, CA 91754",Monterey Park,CA,141 N Atlantic Blvd,91754
106,Los Angeles,Isshin Ramen & Boba,4.0,Ramen/Bubble Tea,6/29/2020,10/29/2020,7.0,"6775 Santa Monica Blvd,Ste 7,Los Angeles, CA 90038",Los Angeles,CA,6775 Santa Monica Blvd,90038
107,Los Angeles,Motto Tea Cafe,4.0,Coffee & Tea/Tea Rooms/Bubble Tea,3/16/2018,10/31/2020,548.0,"100 W Green St,Unit 101,Pasadena, CA 91105",Pasadena,CA,100 W Green St,91105
108,Los Angeles,Pot of Cha,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,8/24/2018,10/23/2020,186.0,"3013 S Figueroa St,Los Angeles, CA 90007",Los Angeles,CA,3013 S Figueroa St,90007
109,Los Angeles,Boba Bear,4.0,Juice Bars & Smoothies/Hookah Bars/Sandwiches,9/27/2010,10/29/2020,811.0,"414 S Western Ave,Ste C,Los Angeles, CA 90020",Los Angeles,CA,414 S Western Ave,90020
110,Los Angeles,One Zo - Pasadena,4.0,Taiwanese/Bubble Tea,9/4/2019,10/7/2020,138.0,"14 S Fair Oaks Ave,Pasadena, CA 91105",Pasadena,CA,14 S Fair Oaks Ave,91105
111,Los Angeles,Tea Maru - Housemade Boba,3.0,Bubble Tea/Tea Rooms/Desserts,7/29/2019,10/30/2020,67.0,"724 S Spring St,Corporation Food Hall,Los Angeles, CA 90014",Los Angeles,CA,724 S Spring St,90014
112,Los Angeles,I Love Boba,4.0,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,4/17/2013,10/1/2020,265.0,"3512 W 8th St,Los Angeles, CA 90005",Los Angeles,CA,3512 W 8th St,90005
113,Los Angeles,Ratchetivi Teas,5.0,Bubble Tea/Lounges,5/21/2020,9/30/2020,17.0,"3319 Wilshire Blvd,Los Angeles, CA 90010",Los Angeles,CA,3319 Wilshire Blvd,90010
114,Los Angeles,Trà Space,4.0,Coffee & Tea/Bubble Tea,5/22/2020,10/18/2020,71.0,"4012 Tilden Ave,Culver City, CA 90232",Culver City,CA,4012 Tilden Ave,90232
115,Los Angeles,The Alley,3.0,Bubble Tea/Coffee & Tea,9/23/2018,10/31/2020,388.0,"301 W Valley Blvd,Unit 102,San Gabriel, CA 91776",San Gabriel,CA,301 W Valley Blvd,91776
116,Los Angeles,Miss Cheese Tea Cafe,4.0,Bubble Tea/Desserts/Creperies,1/5/2019,10/31/2020,946.0,"238 S Arroyo Pkwy,Ste 110,Pasadena, CA 91105",Pasadena,CA,238 S Arroyo Pkwy,91105
117,Los Angeles,Mini Monster,4.0,Bubble Tea/Coffee & Tea/Desserts,8/13/2017,10/4/2020,233.0,"1000 Universal Studios Blvd,Ste 143,Universal City, CA 91608",Universal City,CA,1000 Universal Studios Blvd,91608
118,Los Angeles,It's Boba Time,4.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,9/9/2006,10/26/2020,883.0,"701 S Vermont Ave,Los Angeles, CA 90005",Los Angeles,CA,701 S Vermont Ave,90005
119,Los Angeles,Moo Tea,4.0,Tea Rooms/Bubble Tea/Juice Bars & Smoothies,7/2/2020,10/26/2020,75.0,"1457 E Valley Blvd,Alhambra, CA 91801",Alhambra,CA,1457 E Valley Blvd,91801
120,Los Angeles,Pho Saigon Pearl,4.0,Vietnamese/Noodles/Bubble Tea,10/11/2016,10/29/2020,763.0,"519 S Fairfax Ave,Los Angeles, CA 90036",Los Angeles,CA,519 S Fairfax Ave,90036
121,Los Angeles,R&B Tea Gardena,4.0,Bubble Tea/Tea Rooms,10/17/2019,11/1/2020,134.0,"1847 W Redondo Beach Blvd,Gardena, CA 90249",Gardena,CA,1847 W Redondo Beach Blvd,90249
122,Los Angeles,The Alley,3.0,Bubble Tea/Coffee & Tea,6/24/2020,10/24/2020,27.0,"20 E Colorado Blvd,Ste 103,Pasadena, CA 91105",Pasadena,CA,20 E Colorado Blvd,91105
123,Los Angeles,Dr T House,4.0,Bubble Tea/Juice Bars & Smoothies/Taiwanese,9/8/2019,10/10/2020,98.0,"1709 Pico Blvd,Santa Monica, CA 90405",Santa Monica,CA,1709 Pico Blvd,90405
124,Los Angeles,Ichi,4.0,Bubble Tea/Sushi Bars,12/27/2019,11/1/2020,89.0,"10912 Le Conte Ave,Los Angeles, CA 90024",Los Angeles,CA,10912 Le Conte Ave,90024
125,Los Angeles,White and Brown,4.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,1/5/2018,10/20/2020,179.0,"603 S Mariposa Ave,Ste 101,Los Angeles, CA 90005",Los Angeles,CA,603 S Mariposa Ave,90005
126,Los Angeles,7 Tea,4.0,Coffee & Tea/Desserts/Bubble Tea,10/23/2019,10/29/2020,58.0,"746 E Colorado Blvd,Pasadena, CA 91101",Pasadena,CA,746 E Colorado Blvd,91101
127,Los Angeles,Yifang Taiwan Fruit Tea,4.0,Bubble Tea/Tea Rooms/Beverage Store,2/14/2020,11/1/2020,193.0,"534 E Valley Blvd,Ste 6,San Gabriel, CA 91776",San Gabriel,CA,534 E Valley Blvd,91776
128,Los Angeles,Sharetea,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,12/10/2019,10/28/2020,93.0,"1055 Broxton Ave,Los Angeles, CA 90024",Los Angeles,CA,1055 Broxton Ave,90024
129,Los Angeles,Junbi - Westwood,4.0,Bubble Tea/Tea Rooms,2/10/2018,10/24/2020,475.0,"10967 Weyburn Ave,Los Angeles, CA 90024",Los Angeles,CA,10967 Weyburn Ave,90024
130,Los Angeles,Dragon Boba,4.0,Desserts/Bubble Tea/Coffee & Tea,5/28/2020,10/31/2020,87.0,"528 S Western Ave,Los Angeles, CA 90020",Los Angeles,CA,528 S Western Ave,90020
131,Los Angeles,Yi Fang Taiwan Fruit Tea,4.0,Bubble Tea,7/27/2020,11/1/2020,83.0,"2010 Sawtelle Blvd,West Los Angeles, CA 90025",West Los Angeles,CA,2010 Sawtelle Blvd,90025
132,Los Angeles,Bon Bon Tea House,4.0,Coffee & Tea/Bubble Tea,9/26/2014,10/30/2020,1580.0,"9663 Reseda Blvd,Los Angeles, CA 91324",Los Angeles,CA,9663 Reseda Blvd,91324
133,Los Angeles,Wushiland Boba,4.0,Bubble Tea,8/28/2019,10/31/2020,155.0,"10250 Santa Monica Blvd,Ste 1,Los Angeles, CA 90067",Los Angeles,CA,10250 Santa Monica Blvd,90067
134,Los Angeles,Tan-Cha,4.0,Bubble Tea/Juice Bars & Smoothies/Coffee & Tea,1/14/2018,10/24/2020,372.0,"3407 W 6th St,Ste 101B,Los Angeles, CA 90020",Los Angeles,CA,3407 W 6th St,90020
135,Los Angeles,Boba Guys,4.0,Bubble Tea,1/7/2019,10/31/2020,305.0,"1670 Beverly Blvd,Los Angeles, CA 90026",Los Angeles,CA,1670 Beverly Blvd,90026
136,Los Angeles,Percolate,4.0,Coffee & Tea/Bubble Tea,11/2/2017,10/29/2020,480.0,"11870 Santa Monica Blvd,Los Angeles, CA 90025",Los Angeles,CA,11870 Santa Monica Blvd,90025
0,Chicago,Taiyaki Chicago,4.0,Desserts/Bubble Tea/Ice Cream & Frozen Yogurt,5/9/2019,10/30/2020,98.0,"2468 N Clark St,Chicago, IL 60614",Chicago,IL,2468 N Clark St,60614
1,Chicago,Tous Les Jours,4.0,Coffee & Tea/Bakeries/Desserts,11/20/2015,9/24/2020,249.0,"20 E Golf Rd,Schaumburg, IL 60173",Schaumburg,IL,20 E Golf Rd,60173
2,Chicago,Adagio Teas,4.0,Coffee & Tea/Tea Rooms,5/14/2011,8/14/2020,251.0,"4999 Old Orchard Ctr,Ste F6,Skokie, IL 60077",Skokie,IL,4999 Old Orchard Ctr,60077
3,Chicago,Siam Country,4.0,Thai,8/19/2005,8/18/2020,128.0,"4637 N Damen Ave,Chicago, IL 60625",Chicago,IL,4637 N Damen Ave,60625
4,Chicago,Yofruito,3.0,Ice Cream & Frozen Yogurt/Coffee & Tea/Juice Bars & Smoothies,8/29/2013,8/11/2020,18.0,"1240 W Dundee Rd,Buffalo Grove, IL 60089",Buffalo Grove,IL,1240 W Dundee Rd,60089
5,Chicago,Pho Ha,4.0,Vietnamese/Coffee & Tea/Breakfast & Brunch,8/11/2006,10/24/2020,400.0,"1971 Bloomingdale Rd,Glendale Heights, IL 60139",Glendale Heights,IL,1971 Bloomingdale Rd,60139
6,Chicago,Chill Bubble Tea,5.0,Bubble Tea,12/22/2018,1/18/2020,3.0,"5 Woodfield Mall,Ste KI-01,Schaumburg, IL 60173",Schaumburg,IL,5 Woodfield Mall,60173
7,Chicago,Late Night Thai & Sushi,2.0,Thai/Sushi Bars/Japanese,8/6/2015,9/5/2020,99.0,"1624 W Belmont Ave,Chicago, IL 60657",Chicago,IL,1624 W Belmont Ave,60657
8,Chicago,The Snail Thai Cuisine,3.0,Thai/Salad/Soup,11/7/2005,8/26/2020,252.0,"1649 E 55th St,Chicago, IL 60615",Chicago,IL,1649 E 55th St,60615
9,Chicago,Poke Burrito,4.0,Poke/Japanese/Hawaiian,6/22/2018,10/2/2020,74.0,"1025 Lake St,Oak Park, IL 60301",Oak Park,IL,1025 Lake St,60301
10,Chicago,Noodles In the Pot,4.0,Thai/Noodles,7/8/2005,10/16/2020,701.0,"2453 N Halsted St,Chicago, IL 60614",Chicago,IL,2453 N Halsted St,60614
11,Chicago,Cocomero,4.0,Ice Cream & Frozen Yogurt/Bubble Tea/Coffee & Tea,11/21/2012,9/25/2019,48.0,"5150 Main St,Downers Grove, IL 60515",Downers Grove,IL,5150 Main St,60515
12,Chicago,Tasty Freeze Rolled Ice Cream and Bubble Tea,3.0,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,8/9/2019,8/9/2019,1.0,"7601 S Cicero Ave,Chicago, IL 60652",Chicago,IL,7601 S Cicero Ave,60652
13,Chicago,Tank Noodle,4.0,Vietnamese/Noodles,7/12/2005,11/1/2020,1784.0,"4953 N Broadway,Chicago, IL 60640",Chicago,IL,4953 N Broadway,60640
14,Chicago,The Crab Pad,4.0,Seafood/Cajun/Creole/Desserts,7/13/2016,10/16/2020,519.0,"2529 N Milwaukee Ave,Chicago, IL 60647",Chicago,IL,2529 N Milwaukee Ave,60647
15,Chicago,Tasty Freeze Custom Gourmet Ice Cream,4.0,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,4/30/2017,2/27/2020,9.0,"520 Chicago Ridge Mall,Chicago Ridge, IL 60415",Chicago Ridge,IL,520 Chicago Ridge Mall,60415
16,Chicago,Chiu Quon Bakery & Dim Sum,4.0,Bakeries/Dim Sum,8/27/2005,10/30/2020,359.0,"2253 S Wentworth Ave,Chicago, IL 60616",Chicago,IL,2253 S Wentworth Ave,60616
17,Chicago,Red Pig Asian Kitchen,4.0,Thai,11/29/2012,9/26/2020,155.0,"2932 N Broadway St,Chicago, IL 60657",Chicago,IL,2932 N Broadway St,60657
18,Chicago,2 Asian Brothers,4.0,Sandwiches/Vietnamese/Asian Fusion,8/19/2011,10/21/2020,204.0,"3222 W Foster Ave,Chicago, IL 60625",Chicago,IL,3222 W Foster Ave,60625
19,Chicago,Ice Max,4.0,Desserts/Creperies/Ice Cream & Frozen Yogurt,7/13/2017,10/25/2020,145.0,"2227 S Wentworth Ave,Chicago, IL 60616",Chicago,IL,2227 S Wentworth Ave,60616
20,Chicago,Saint Anna Bakery & Cafe,4.0,Bakeries/Cantonese/Hong Kong Style Cafe,7/26/2005,3/10/2020,243.0,"2158 S Archer Ave,Chicago, IL 60616",Chicago,IL,2158 S Archer Ave,60616
21,Chicago,Eto'o Modern Asian Cuisine,3.0,Asian Fusion/Japanese/Noodles,8/29/2017,11/1/2020,73.0,"1373 E 53rd St,Chicago, IL 60615",Chicago,IL,1373 E 53rd St,60615
22,Chicago,Wabi Sabi,4.0,Sushi Bars/Ramen/Bubble Tea,9/29/2015,10/11/2020,227.0,"4720 N Kedzie Ave,Chicago, IL 60625",Chicago,IL,4720 N Kedzie Ave,60625
23,Chicago,Min Min Asian Cafe,3.0,Chinese/Thai/Asian Fusion,7/22/2016,10/2/2020,84.0,"1465 W Irving Park Rd,Chicago, IL 60613",Chicago,IL,1465 W Irving Park Rd,60613
24,Chicago,H Mart - Chicago,4.0,Grocery/Korean/Food Court,2/1/2018,10/22/2020,204.0,"711 W Jackson Blvd,Chicago, IL 60661",Chicago,IL,711 W Jackson Blvd,60661
25,Chicago,Jess Cafe,4.0,Chinese/Korean/Thai,,10/30/2020,430.0,"5819 W Belmont Ave,Chicago, IL 60634",Chicago,IL,5819 W Belmont Ave,60634
26,Chicago,GraviTea,4.0,Bubble Tea/Desserts/Coffee & Tea,2/20/2018,10/4/2020,84.0,"877 S Roselle Rd,Schaumburg, IL 60193",Schaumburg,IL,877 S Roselle Rd,60193
27,Chicago,Silom 12,4.0,Thai,1/23/2011,10/23/2020,433.0,"1846-48 N Milwaukee Ave,Ste 48,Chicago, IL 60647",Chicago,IL,1846-48 N Milwaukee Ave,60647
28,Chicago,Poke Burrito,4.0,Poke/Bubble Tea/Ramen,7/12/2019,10/30/2020,58.0,"20530 North Rand Rd,Ste 442,Deer Park, IL 60010",Deer Park,IL,20530 North Rand Rd,60010
29,Chicago,TeaRex Bubble Tea Cafe,3.0,Bubble Tea,11/24/2018,8/25/2020,31.0,"9109 N Milwaukee,Niles, IL 60714",Niles,IL,9109 N Milwaukee,60714
30,Chicago,Thai Spoon & Sushi,3.0,Sushi Bars/Thai/Bubble Tea,12/31/2015,10/17/2020,229.0,"601 S Wabash Ave,Chicago, IL 60605",Chicago,IL,601 S Wabash Ave,60605
31,Chicago,Sweet Cafe,4.0,Ice Cream & Frozen Yogurt/Bubble Tea/Juice Bars & Smoothies,11/4/2018,8/10/2020,18.0,"1568 E Lake Cook Rd,Wheeling, IL 60090",Wheeling,IL,1568 E Lake Cook Rd,60090
32,Chicago,Kung Fu Tea,3.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,9/6/2014,10/13/2020,157.0,"726 Clark St,Evanston, IL 60201",Evanston,IL,726 Clark St,60201
33,Chicago,Uptown Pho,4.0,Vietnamese/Vegetarian/Desserts,7/18/2014,8/20/2020,322.0,"1010 W Argyle St,Chicago, IL 60640",Chicago,IL,1010 W Argyle St,60640
34,Chicago,Poke Burrito - Park Ridge,4.0,Poke/Ramen/Hawaiian,8/21/2020,10/29/2020,13.0,"12 S NW Hwy,Park Ridge, IL 60068",Park Ridge,IL,12 S NW Hwy,60068
35,Chicago,C'est Bien Thai,4.0,Thai,10/20/2016,9/20/2020,136.0,"3900 N Lincoln Ave,Chicago, IL 60613",Chicago,IL,3900 N Lincoln Ave,60613
36,Chicago,B-Bee Crepe & Boba,3.0,Bubble Tea/Creperies,5/28/2016,10/5/2020,56.0,"100 East Algonquin Rd,Arlington Heights, IL 60005",Arlington Heights,IL,100 East Algonquin Rd,60005
37,Chicago,Mango Mango Dessert,4.0,Desserts,8/17/2019,10/18/2020,89.0,"2161 S China Pl,Fl 2,Chicago, IL 60616",Chicago,IL,2161 S China Pl,60616
38,Chicago,Ninja Sushi & Thai Restaurant,4.0,Asian Fusion/Sushi Bars/Thai,12/16/2016,10/25/2020,132.0,"3946 N Central Ave,Chicago, IL 60634",Chicago,IL,3946 N Central Ave,60634
39,Chicago,releaf,4.0,Ice Cream & Frozen Yogurt/Coffee & Tea/Bubble Tea,7/23/2007,8/15/2020,155.0,"100 E Algonquin Rd,Mitsuwa Marketplace,Arlington Heights, IL 60005",Arlington Heights,IL,100 E Algonquin Rd,60005
40,Chicago,Wentworth Seafood House,4.0,Bubble Tea/Seafood/Cantonese,2/5/2018,9/2/2020,108.0,"2229 S Wentworth Ave,Chicago, IL 60616",Chicago,IL,2229 S Wentworth Ave,60616
41,Chicago,Liquid Fusion,4.0,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,10/2/2012,10/20/2020,138.0,"275 Parkway Dr,Ste 315,Lincolnshire, IL 60069",Lincolnshire,IL,275 Parkway Dr,60069
42,Chicago,SPICY FINGERS  Seafood Kitchen,4.0,Seafood/Cajun/Creole/Asian Fusion,8/10/2019,8/28/2020,63.0,"1549 W Chicago Ave,Chicago, IL 60642",Chicago,IL,1549 W Chicago Ave,60642
43,Chicago,Cafe L'ami,3.0,Bakeries/Desserts/Cafes,6/30/2018,10/27/2019,11.0,"711 W Jackson Blvd,Chicago, IL 60661",Chicago,IL,711 W Jackson Blvd,60661
44,Chicago,Jai-Yen,3.0,Sushi Bars/Japanese/Noodles,7/14/2006,9/18/2020,436.0,"3736 N Broadway St,Chicago, IL 60613",Chicago,IL,3736 N Broadway St,60613
45,Chicago,Rolls N Bowls,4.0,Sushi Bars/Japanese/Asian Fusion,5/20/2010,9/7/2020,403.0,"4635 N Lincoln Ave,Chicago, IL 60625",Chicago,IL,4635 N Lincoln Ave,60625
46,Chicago,Jollibee,3.0,Filipino/Fast Food,12/27/2016,10/22/2020,111.0,"5033 N Elston Ave,Chicago, IL 60630",Chicago,IL,5033 N Elston Ave,60630
47,Chicago,Yummy,3.0,Japanese/Chinese,11/4/2012,9/2/2020,69.0,"3709 N Harlem Ave,Chicago, IL 60634",Chicago,IL,3709 N Harlem Ave,60634
48,Chicago,Joy's Noodles & Rice,4.0,Thai/Noodles,8/5/2005,10/28/2020,914.0,"3257 N Broadway,Chicago, IL 60657",Chicago,IL,3257 N Broadway,60657
49,Chicago,Shinju Sushi,3.0,Japanese/Sushi Bars,10/16/2008,10/26/2020,320.0,"1375 E 53rd St,Chicago, IL 60615",Chicago,IL,1375 E 53rd St,60615
50,Chicago,Chill Bubble Tea,3.0,Bubble Tea/Juice Bars & Smoothies/Tea Rooms,6/23/2016,10/30/2020,41.0,"203 Yorktown Shopping Ctr,Lombard, IL 60148",Lombard,IL,203 Yorktown Shopping Ctr,60148
51,Chicago,Shang Noodle & Chinese,4.0,Chinese/Noodles/Bubble Tea,9/13/2017,10/25/2020,138.0,"608 Davis St,Evanston, IL 60201",Evanston,IL,608 Davis St,60201
52,Chicago,Around Cafe,4.0,Bubble Tea/Coffee & Tea,9/10/2016,10/8/2020,235.0,"28 E NW Hwy,Arlington Heights, IL 60004",Arlington Heights,IL,28 E NW Hwy,60004
53,Chicago,Viet Taste,4.0,Vietnamese,6/29/2017,10/29/2020,158.0,"7221 Forest Preserve Dr,Norridge, IL 60706",Norridge,IL,7221 Forest Preserve Dr,60706
54,Chicago,Boba Burger,4.0,Burgers/Asian Fusion/Bubble Tea,3/12/2015,10/28/2020,505.0,"8530 Waukegan Rd,Morton Grove, IL 60053",Morton Grove,IL,8530 Waukegan Rd,60053
55,Chicago,Somethin' Sweet Donuts,4.0,Donuts/Coffee & Tea,12/8/2012,10/10/2020,252.0,"5112 W Fullerton Ave,Chicago, IL 60639",Chicago,IL,5112 W Fullerton Ave,60639
56,Chicago,Pho No.1,4.0,Vietnamese,6/18/2014,9/16/2020,242.0,"5914 W Lawrence Ave,Chicago, IL 60630",Chicago,IL,5914 W Lawrence Ave,60630
57,Chicago,Cozy Noodles & Rice,4.0,Thai/Noodles/Desserts,8/25/2005,10/27/2020,1105.0,"3456 N Sheffield Ave,Chicago, IL 60657",Chicago,IL,3456 N Sheffield Ave,60657
58,Chicago,Liquid Fusion,4.0,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,11/21/2018,10/9/2020,17.0,"461 Lake Cook Rd,Deerfield, IL 60015",Deerfield,IL,461 Lake Cook Rd,60015
59,Chicago,Siam Thai,3.0,Thai,9/19/2006,10/30/2020,151.0,"1639 E 55th St,Chicago, IL 60615",Chicago,IL,1639 E 55th St,60615
60,Chicago,Thee Asian Restaurant,3.0,Chinese/Asian Fusion,10/24/2011,9/13/2020,187.0,"1811 W North Ave,Chicago, IL 60622",Chicago,IL,1811 W North Ave,60622
61,Chicago,Grandee Cuisine,4.0,Dim Sum/Seafood/Cantonese,5/2/2018,10/25/2020,288.0,"215 E Grand Ave,Chicago, IL 60611",Chicago,IL,215 E Grand Ave,60611
62,Chicago,Mott St,4.0,Asian Fusion/Bars,6/11/2013,10/31/2020,783.0,"1401 N Ashland Ave,Chicago, IL 60622",Chicago,IL,1401 N Ashland Ave,60622
63,Chicago,New Pot Rice & Noodles,3.0,Thai/Noodles/Bubble Tea,10/18/2005,6/27/2020,155.0,"727 Lake St,Oak Park, IL 60301",Oak Park,IL,727 Lake St,60301
64,Chicago,Scooter's Frozen Custard,4.0,Ice Cream & Frozen Yogurt,8/24/2005,9/17/2020,603.0,"1658 W Belmont Ave,Chicago, IL 60657",Chicago,IL,1658 W Belmont Ave,60657
65,Chicago,Simply Pasteur,4.0,Vietnamese/Wine Bars/Cocktail Bars,1/20/2007,10/2/2020,986.0,"5525 N Broadway,Chicago, IL 60640",Chicago,IL,5525 N Broadway,60640
66,Chicago,Asian Mix Cafe,3.0,Thai/Bubble Tea/Noodles,9/1/2007,10/28/2020,125.0,"3945 N Broadway,Chicago, IL 60613",Chicago,IL,3945 N Broadway,60613
67,Chicago,Kai Sushi,4.0,Conveyor Belt Sushi/Sushi Bars/Chinese,6/8/2017,10/30/2020,168.0,"2820 S Highland Ave,Lombard, IL 60148",Lombard,IL,2820 S Highland Ave,60148
